Mapping parameters for Megaptera novaeangliae (humpback whale)

"Cite AquaMaps itself as: Kaschner, K., Kesner-Reyes, K., Garilao, C., Segschneider, J., Rius-Barile, J. Rees, T., & Froese, R. (2019, October). AquaMaps: Predicted range maps for aquatic species. Retrieved from https://www.aquamaps.org."



Occurrence cells used for creating environmental envelope (n = 4984)
Genus,Species,Center Lat,Center Long,C-Square,Depth (m),Surface Water Temp. (°C),Bottom Water Temp. (°C),Surface Salinity (psu),Bottom Salinity (psu),Primary Production (mgC·m-3·day-1),Sea Ice Concentration (0-1 fraction),Dissolved Bottom Oxygen (mmol·m-3),Distance to Land (km)
Megaptera,novaeangliae,-66.75,72.75,3607:362:4,680,-1.54488301277161,0.745943009853363,34.0141868591309,34.6370811462402,1.82000000495464,0.635105013847351,233.805618286133,192
Megaptera,novaeangliae,-66.75,75.75,3607:465:4,1431,-1.59598302841187,0.980530977249146,33.8881187438965,34.6739921569824,1.84200005605817,0.633372008800507,225.395797729492,220
Megaptera,novaeangliae,-66.75,76.25,3607:466:3,1364,-1.60774505138397,0.693005979061127,33.8594970703125,34.6723022460938,1.84399995487183,0.623027980327606,225.627548217773,209
Megaptera,novaeangliae,-66.75,77.75,3607:467:4,741,-1.6461980342865,1.10354197025299,33.809700012207,34.6808090209961,1.8880000570789,0.61037802696228,226.691925048828,177
Megaptera,novaeangliae,-66.75,143.75,3614:363:4,372,-1.68226194381714,-1.19064402580261,33.9443473815918,34.6394462585449,5.816999822855,0.424423009157181,299.213836669922,9
Megaptera,novaeangliae,-66.75,162.75,3616:362:4,1537,-1.6528559923172,1.41570699214935,33.8964958190918,34.7301635742188,2.58399988524616,0.680144011974335,243.520080566406,11
Megaptera,novaeangliae,-66.75,163.25,3616:363:3,733,-1.63323903083801,1.55168902873993,33.8854217529297,34.7057800292969,2.58899992331862,0.651679992675781,246.285690307617,44
Megaptera,novaeangliae,-66.75,163.75,3616:363:4,1876,-1.62784898281097,0.520637989044189,33.8760108947754,34.7075729370117,2.41399998776615,0.643694996833801,242.517623901367,66
Megaptera,novaeangliae,-66.75,164.25,3616:364:3,2509,-1.62370800971985,0.315039992332458,33.8776931762695,34.7071304321289,2.30700010433793,0.645461976528168,243.418502807617,82
Megaptera,novaeangliae,-66.75,164.75,3616:364:4,2394,-1.61900794506073,0.512418985366821,33.8840217590332,34.7070198059082,2.23900005221367,0.649245977401733,242.516738891602,78
Megaptera,novaeangliae,-66.75,-64.75,5606:364:4,14,-1.1111832857132,-1.08772265911102,32.9538917541504,33.7896385192871,8.02712235599756,0.342795342206955,354.3564453125,3
Megaptera,novaeangliae,-66.75,-65.75,5606:465:4,61,-1.06332302093506,-1.06071901321411,32.9597473144531,33.7168579101563,8.15599970519543,0.314166009426117,357.258087158203,2
Megaptera,novaeangliae,-66.75,-66.75,5606:466:4,345,-1.10234200954437,-1.03026902675629,32.9193229675293,34.6795196533203,7.82699976116419,0.325542986392975,211.315628051758,10
Megaptera,novaeangliae,-66.75,-67.75,5606:467:4,90,-1.08031904697418,-0.994300007820129,33.0028610229492,33.6516494750977,6.36499980464578,0.354930996894836,357.645782470703,9
Megaptera,novaeangliae,-66.75,-68.25,5606:468:3,215,-0.975458979606628,-0.95209002494812,33.0260581970215,34.3902778625488,5.79599989578128,0.356914013624191,219.783294677734,6
Megaptera,novaeangliae,-66.75,-68.75,5606:468:4,366,-0.893536984920502,-0.597706019878387,33.0441970825195,34.71923828125,4.96499985456467,0.344828009605408,210.500427246094,11
Megaptera,novaeangliae,-66.75,-69.25,5606:469:3,393,-0.83424299955368,-0.731814026832581,33.1357231140137,34.6796493530273,3.85500001721084,0.342123001813889,212.198745727539,44
Megaptera,novaeangliae,-66.75,-69.75,5606:469:4,452,-0.802829027175903,-0.546021997928619,33.2638931274414,34.675952911377,3.03600006736815,0.339558988809586,211.190460205078,66
Megaptera,novaeangliae,-66.75,-70.75,5607:360:4,511,-0.796604990959167,-0.0115310000255704,33.4049491882324,34.7420539855957,2.31799995526671,0.332850009202957,210.516387939453,108
Megaptera,novaeangliae,-66.25,74.25,3607:364:1,2543,-1.48160696029663,0.126468002796173,33.9209060668945,34.673267364502,1.7519999528303698,0.640824973583221,228.517471313477,279
Megaptera,novaeangliae,-66.25,74.75,3607:364:2,2730,-1.51181101799011,0.120676003396511,33.9018936157227,34.6762962341309,1.7519999528303698,0.640103995800018,228.586700439453,291
Megaptera,novaeangliae,-66.25,78.25,3607:468:1,2466,-1.64508199691772,0.138888999819756,33.7849922180176,34.6795196533203,1.74099998548627,0.639442980289459,229.006637573242,210
Megaptera,novaeangliae,-66.25,78.75,3607:468:2,2313,-1.66719996929169,0.125774994492531,33.7737007141113,34.6787910461426,1.76400004420429,0.636914014816284,229.293685913086,201
Megaptera,novaeangliae,-66.25,79.75,3607:469:2,1314,-1.68411803245544,0.684907972812653,33.7287330627441,34.6634979248047,1.9630000460892898,0.624202013015747,231.209167480469,191
Megaptera,novaeangliae,-66.25,88.75,3608:468:2,104,-1.72616302967072,0.412575006484985,33.4161071777344,34.6931304931641,3.4260000102222,0.653201997280121,225.016860961914,78
Megaptera,novaeangliae,-66.25,110.75,3611:360:2,23,-1.67706596851349,-1.05028939247131,33.4826622009277,34.5834846496582,4.53369924798608,0.316790252923965,280.864501953125,5
Megaptera,novaeangliae,-66.25,162.75,3616:362:2,1557,-1.58443999290466,0.510671973228455,33.8574447631836,34.7081260681152,3.27300000935793,0.560391008853912,242.802780151367,45
Megaptera,novaeangliae,-66.25,49.75,3604:469:2,589,-1.73232698440552,-1.0159330368042,33.8480682373047,34.5109481811523,2.31899996288121,0.613361001014709,312.901794433594,45
Megaptera,novaeangliae,-66.25,60.25,3606:360:1,2148,-1.54648303985596,0.273988008499146,34.0512542724609,34.6658630371094,1.62600004114211,0.648222982883453,229.284683227539,134
Megaptera,novaeangliae,-66.25,61.25,3606:361:1,2437,-1.54353201389313,0.0957920029759407,34.0506134033203,34.6612777709961,1.52000004891306,0.637521028518677,229.812515258789,134
Megaptera,novaeangliae,-66.25,61.75,3606:361:2,2411,-1.54673194885254,0.0886510014533997,34.0544052124023,34.6613655090332,1.47500005550683,0.636851012706757,229.767135620117,136
Megaptera,novaeangliae,-66.25,62.25,3606:362:1,2435,-1.54995703697205,0.189227998256683,34.0574645996094,34.6654624938965,1.4230000087991401,0.637389004230499,229.590026855469,142
Megaptera,novaeangliae,-66.25,63.75,3606:363:2,2962,-1.55962705612183,-0.0313050001859665,34.0456504821777,34.6628189086914,1.45500001963228,0.636400997638702,230.683639526367,156
Megaptera,novaeangliae,-66.25,64.25,3606:364:1,2830,-1.56321799755096,0.0756850019097328,34.0398178100586,34.6635246276855,1.43199996091425,0.638547003269196,229.715118408203,157
Megaptera,novaeangliae,-66.25,65.25,3606:465:1,2674,-1.55831599235535,0.0569409988820553,34.0222015380859,34.6654586791992,1.44200003705919,0.635626971721649,229.386566162109,168
Megaptera,novaeangliae,-66.25,68.25,3606:468:1,2559,-1.53706395626068,0.181390002369881,33.995189666748,34.6649322509766,1.5640000347048,0.633819997310638,228.371490478516,189
Megaptera,novaeangliae,-66.25,69.75,3606:469:2,2243,-1.50768494606018,0.472963005304337,33.9896125793457,34.6676940917969,1.64399994537234,0.633247017860413,227.026672363281,189
Megaptera,novaeangliae,-65.75,30.25,3603:350:3,4625,-1.19951403141022,-0.529206991195679,33.8794555664063,34.6520004272461,1.53600005432963,0.510821998119354,248.41374206543,380
Megaptera,novaeangliae,-65.75,45.25,3604:455:3,3215,-1.34336602687836,-0.188821002840996,34.0072250366211,34.6522407531738,1.60900002811104,0.498695999383926,236.348739624023,195
Megaptera,novaeangliae,-65.75,49.75,3604:459:4,2218,-1.60153198242188,0.691365003585815,34.0010414123535,34.6818351745605,1.52799999341369,0.594218015670776,228.662582397461,83
Megaptera,novaeangliae,-65.75,69.25,3606:459:3,2446,-1.43246102333069,0.270561009645462,33.9635467529297,34.6683464050293,1.6749999485909899,0.6146240234375,227.579772949219,245
Megaptera,novaeangliae,-65.75,69.75,3606:459:4,2468,-1.42251598834991,0.155449002981186,33.9604263305664,34.6684379577637,1.6929999692365498,0.616661012172699,228.051620483398,245
Megaptera,novaeangliae,-65.75,73.75,3607:353:4,2893,-1.39054000377655,0.00725999986752868,33.9476051330566,34.675350189209,1.71700003556907,0.620697975158691,229.576141357422,306
Megaptera,novaeangliae,-65.75,75.25,3607:455:3,3148,-1.4281519651413,-0.022494999691844,33.900016784668,34.6764831542969,1.7140000127255899,0.61167699098587,230.147583007813,330
